Random waveform, supplied seed
Total number of intervals = 240 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025)
Average QPS expected = 58167
Timestamp start: 1778445687739
Timestamp end: 1778446888093

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      320.7   399.9    80.4   126.5   142.0   267.9   330.4   366.8   393.6   426.1   469.1   554.9  1431.6  6985.4 11489.3  58273.4    58253
read      563.1  1012.7    80.4   151.6   174.2   291.1   358.6   416.3   479.5   607.2   992.5  2257.5  5412.7 10904.0 17239.1 103936.2   103867
read      274.5   247.3    80.4   137.1   153.2   252.4   289.3   309.8   324.3   343.0   368.6   414.7   823.8  3416.9  8064.5  21427.8    21604
read      410.9   685.3    74.4   132.3   149.7   267.9   336.0   385.2   426.3   481.6   585.9  1072.2  3137.1  9387.7 15056.8  90323.0    90401
read      440.5   779.5    74.4   133.4   151.7   277.7   346.9   395.3   434.5   490.1   596.0  1309.5  3618.4  9937.9 16266.9  84276.8    84467
read      525.9   897.8    80.4   148.5   170.3   293.4   355.4   400.3   447.1   544.0   963.2  1794.2  4421.0  9660.4 16044.5  99721.2    99700
read      284.3   251.9    80.4   132.6   148.8   263.6   305.9   329.0   345.0   365.5   392.2   435.7   789.1  3758.0  7788.5  31916.8    32052
read      265.4   110.8    86.8   142.9   159.4   257.1   292.3   312.0   326.2   343.8   368.0   405.2   543.3  1359.8  2595.2  18280.4    18173
read      335.3   393.8    74.4   125.2   140.5   262.5   329.9   371.2   401.4   438.7   494.5   659.7  1969.6  5049.0 10177.8  67781.0    67789
read      308.8   225.9    80.4   129.1   145.2   274.7   335.9   370.5   396.0   426.4   467.5   547.1  1139.4  2715.9  5919.9  51954.8    51929
read      453.4   856.4    80.4   135.4   153.8   281.9   356.6   409.7   455.1   517.3   641.5  1234.5  3696.2 12793.0 19668.4  83789.6    83850
read      279.4   217.2    86.8   143.0   160.1   260.7   296.9   317.8   334.0   353.2   379.8   429.6   710.9  3031.7  7881.8  18512.0    18614
read      286.0   254.5    80.4   131.9   148.2   260.8   302.4   325.0   341.6   362.5   391.0   444.4  1020.8  4012.6  7563.5  29187.0    29315
read      370.1   562.0    80.4   136.8   154.3   264.9   318.1   349.2   374.0   408.5   475.7   894.0  2936.3  7727.3 15223.9 107937.0   108090
read      275.9   179.7    80.4   134.8   151.1   261.1   301.2   322.8   339.5   359.3   385.5   431.6   652.9  2412.1  5894.2  27196.4    27024
read      301.7   263.7    80.4   126.5   141.6   267.8   326.2   359.0   382.4   409.4   447.0   517.2  1094.9  3718.7  7885.4  49677.6    49907
read      231.8    86.7    86.8   143.1   155.0   222.6   250.0   265.7   276.6   291.1   310.0   341.4   460.5  1293.8  2358.2   9199.0     9150
read      336.9   420.0    80.4   133.5   150.8   279.2   332.3   362.6   385.5   414.9   460.7   583.6  1788.4  6653.9 10895.3  34433.8    34328
read      449.2   904.4    80.4   134.5   152.6   293.2   365.3   408.1   442.2   488.8   575.3   946.4  4277.9 12960.6 20261.6  52010.2    51881
read      265.4   153.1    86.8   144.9   161.1   251.2   284.7   303.1   316.6   334.2   357.9   400.2   630.3  2068.6  5403.2  14654.4    14569
read      398.9   642.0    80.4   132.1   149.4   268.0   335.1   381.1   418.2   464.8   539.4   851.0  3435.1  7934.4 11856.4  81502.8    81517
read      390.9   646.6    80.4   130.3   147.4   270.9   340.0   385.4   421.0   466.5   540.4   828.6  3165.9  8627.1 16724.5  78964.4    78694
read      514.1   955.0    80.4   142.4   163.1   282.0   347.2   399.3   450.9   546.2   879.9  1736.0  4489.9 12129.4 19709.1  93471.8    93409
read      292.2   246.3    80.4   128.7   144.1   265.9   314.6   340.8   360.3   383.6   415.8   476.5   989.9  3490.0  7489.2  39032.8    39093
read      257.0   152.7    86.8   137.5   152.6   246.0   280.0   297.8   312.0   328.4   350.7   391.7   578.8  1894.9  7225.5  18680.6    18729
read      364.1   566.7    74.4   127.5   143.1   265.4   332.6   374.7   406.8   447.6   507.3   702.7  2671.5  7846.6 12685.6  70696.0    70818
read      270.4   155.7    86.8   137.9   154.1   259.5   296.3   316.8   332.3   350.3   374.2   418.3   581.6  2296.4  4827.9  21925.6    21942
read      443.6   802.2    80.4   135.2   153.4   273.3   337.5   381.7   422.3   488.3   647.8  1318.5  3525.5  9866.6 21274.3  91855.6    91810
read      298.9   311.7    80.4   127.7   142.7   263.4   312.8   339.9   360.4   385.2   420.0   488.7  1268.5  4735.9  8798.0  39647.8    39588
read      306.1   289.1    74.4   130.2   146.2   272.2   327.0   357.1   378.6   404.0   440.2   507.0  1089.1  4445.2  8018.9  40767.4    40957
read      351.7   573.0    74.4   124.9   140.1   266.9   332.6   371.3   400.5   436.0   489.2   620.5  2341.9  8930.4 13056.1  62570.4    62645
read      275.6   346.4    80.4   140.1   155.2   241.5   274.0   292.7   307.1   323.8   347.3   401.4  1182.1  5468.2 12015.4  15528.8    15539
read      510.5   900.9    80.4   150.5   172.4   281.5   338.5   380.9   423.1   507.5   833.4  1791.0  4832.2  9473.5 15757.7 107831.4   107672
read      279.5   200.7    80.4   129.6   144.7   262.8   306.9   330.8   347.4   369.3   398.1   448.0   719.9  3123.4  7556.6  32853.2    32954
read      315.5   434.2    80.4   122.3   136.7   259.5   320.6   356.6   382.6   413.7   455.8   537.3  1590.0  6423.0 14398.2  58730.0    58866
read      273.7   201.4    80.4   132.4   148.6   254.6   292.4   313.3   328.9   347.3   374.0   427.2   803.5  3082.0  5274.0  23759.8    23739
read      318.1   338.7    74.4   123.7   138.7   266.0   328.5   364.2   390.4   422.2   466.5   567.7  1577.1  4738.0  7913.5  54661.2    54701
read      344.2   474.3    74.4   125.3   140.6   270.2   336.4   375.0   404.3   441.5   494.8   621.5  2080.7  7608.8 11841.2  60524.2    60706
read      457.0   841.0    80.4   129.3   146.2   275.0   346.6   395.2   435.8   494.6   619.3  1388.3  4362.8  9699.2 18515.4  72409.8    72350
read      348.2   529.8    74.4   124.7   140.1   266.5   330.6   368.3   396.2   430.6   481.2   603.1  2510.8  7780.8 12516.5  58677.4    58661
read      294.5   325.1    80.4   129.3   144.8   266.9   315.1   340.5   358.9   380.1   408.6   462.9   891.5  6322.7  9387.6  34925.2    34912
read      470.9   759.3    74.4   141.5   161.3   274.8   341.7   400.2   464.2   588.6   872.0  1486.5  3424.2  8867.4 16896.7 103123.2   103268
read      288.0   221.3    80.4   128.6   143.5   264.7   314.4   340.8   359.8   381.7   410.1   462.0   979.4  3258.7  4904.2  38735.4    38703
read      389.4   708.7    80.4   128.1   143.7   260.5   328.6   374.9   412.1   460.1   537.6   824.2  3196.2  9835.0 16524.0  83421.4    83358
read      316.9   399.6    74.4   124.7   139.7   264.0   327.2   362.8   388.4   419.0   460.2   543.5  1477.0  6366.0 11390.0  57536.0    57408
read      411.8   774.5    74.4   130.6   147.6   264.3   330.1   376.1   414.9   465.8   548.7   893.4  3651.4 10490.1 16966.5  86881.0    86837
read      291.9   227.9    74.4   130.8   146.6   268.4   315.4   340.9   360.1   382.7   413.6   471.8   959.4  3241.7  7726.8  33574.6    33517
read      335.5   445.8    74.4   123.9   139.1   260.7   325.3   365.0   394.4   430.0   480.0   599.3  2206.7  6904.2 10191.2  66114.6    66204
read      366.5   614.1    80.4   126.6   141.9   261.4   326.8   368.9   400.6   439.9   497.2   656.3  2897.9  8573.8 13447.0  73845.2    73758
read      540.3  1007.4    80.4   142.2   162.3   271.0   332.5   389.5   459.9   624.6  1052.4  1942.3  5597.3 12011.5 19993.3  99885.0    99742
read      416.4   669.7    74.4   139.2   158.2   276.1   332.0   366.6   395.7   438.9   543.8  1261.2  3395.6  7774.9 14830.3 109349.2   109462
read      292.2   266.2    80.4   128.4   143.4   246.4   304.5   335.5   358.1   385.8   426.4   528.9  1243.6  3521.5  7814.3  94340.2    94453
read      285.5   337.4    80.4   126.0   140.4   257.7   306.5   332.3   350.9   373.4   403.0   456.6   786.6  5644.0 12456.1  44182.8    44096
read      544.4  1027.2    80.4   145.1   166.0   278.3   344.1   405.5   481.1   653.2  1116.4  1810.9  4822.2 13188.4 19358.9 100401.0   100467
read      229.1   171.2    93.8   141.2   152.9   215.7   242.0   256.8   268.4   282.0   300.1   332.2   486.7  1590.1  7986.5   8558.0     8576
read      336.3   419.5    80.4   125.4   140.4   265.8   331.8   371.0   400.1   435.8   488.8   619.5  2005.9  5887.2 10768.7  59366.4    59359
read      238.7   220.1    86.8   145.8   156.7   219.6   246.2   261.2   271.9   286.4   305.8   342.6   581.1  2692.7  9943.7   7629.2     7614
read      344.7   434.8    74.4   124.5   139.6   266.6   333.2   373.3   403.5   441.4   498.3   671.3  2269.2  5856.7  8652.0  60321.2    60329
read      290.3   221.6    74.4   125.1   139.5   264.5   319.0   348.6   370.2   395.6   428.6   489.4   924.0  3104.0  7268.1  43686.8    43762
read      366.1   539.0    80.4   124.9   140.0   263.9   332.8   376.0   409.7   452.6   518.9   784.4  2582.2  7736.0 11993.4  67066.6    67038
read      281.4   182.3    80.4   137.3   153.8   264.8   305.8   327.9   344.1   364.6   392.2   441.9   785.4  2327.6  7650.5  26208.6    26095
read      398.9   720.3    80.4   126.7   142.4   267.1   336.5   381.6   417.0   461.1   534.7   853.0  3559.9  9418.2 17284.9  71021.4    71173
read      369.5   625.2    74.4   133.2   150.0   253.6   305.0   335.6   359.7   392.7   457.2   941.4  3043.4  8132.5 15450.0 109497.0   109276
read      246.4   131.0    86.8   142.6   157.2   235.4   265.8   282.4   294.7   310.2   330.1   365.7   503.2  1577.5  4310.6  13194.6    13150
read      379.9   547.6    80.4   128.7   144.3   273.9   350.3   399.1   436.3   486.9   572.8   818.8  2606.4  7859.7 12143.4  61303.6    61250
read      443.8   818.6    74.4   133.2   150.9   272.4   341.6   392.6   435.4   496.0   608.4  1186.3  4227.8  9553.1 17451.4  84591.4    84472
read      479.0   892.6    74.4   134.3   152.4   278.6   352.5   406.8   455.4   526.4   681.2  1442.6  4827.6 10753.9 16591.2  82108.0    82226
read      277.1   135.3    80.4   131.8   148.0   265.8   308.7   331.9   348.5   369.5   397.4   448.5   670.7  1692.0  2705.1  27780.4    27671
read      446.8   767.6    80.4   139.5   158.4   277.0   337.8   376.3   411.2   468.6   625.2  1347.0  3724.2  8815.9 14257.8  98848.8    98736
read      267.2   159.0    80.4   128.7   143.4   238.4   292.5   321.3   342.2   366.4   398.8   462.7   786.6  1934.7  3650.1 106026.6   106314
read      262.0   158.5    74.4   127.7   141.8   234.1   287.7   316.4   336.5   360.0   390.5   442.8   759.9  2080.6  4011.9 105071.4   105027
read      265.6   176.3    74.4   125.5   139.9   234.1   290.1   319.3   339.8   363.8   395.3   456.0   858.9  2108.8  4466.0  96877.6    96867
read      278.8   274.1    74.4   124.0   138.6   236.9   293.9   322.9   343.2   368.0   401.5   473.8  1130.1  3928.4  8026.9  89595.6    89493
read      299.1   256.7    74.4   125.6   140.3   264.1   320.6   352.8   375.9   403.9   443.0   516.1  1165.0  3559.5  7354.8  50400.4    50538
read      265.7   128.3    80.4   134.9   151.5   257.3   294.0   314.1   328.8   345.8   370.3   412.0   579.8  1416.1  3755.0  22107.2    22083
read      338.9   501.1    80.4   128.9   144.8   275.2   336.3   371.0   396.7   427.6   469.4   560.1  1842.3  8118.6 13837.7  48646.6    48618
read      363.2   617.6    74.4   128.2   143.7   252.2   309.1   341.2   366.2   399.3   460.1   747.3  3270.3  7928.5 15436.9  93932.6    94298
read      345.5   533.6    80.4   124.8   139.8   262.8   325.7   363.9   392.6   429.2   484.5   632.3  2298.5  8009.0 17584.7  63652.8    63579
read      343.0   449.1    74.4   122.8   138.0   262.0   330.9   372.6   403.5   442.6   499.8   684.9  2051.9  7147.6 10466.7  64724.0    64573
read      408.9   681.2    80.4   128.6   145.1   272.2   344.2   393.5   432.8   487.2   583.6  1021.5  3203.3  8512.9 17050.9  77208.4    77178
read      292.9   241.2    80.4   130.8   146.6   267.8   313.9   339.0   357.7   380.1   411.2   469.5  1033.4  3432.4  7671.5  29922.4    29824
read      420.4   705.2    74.4   130.0   146.7   278.7   351.5   398.7   434.9   484.4   571.6   989.6  3810.6  8456.7 13939.8  64504.2    64495
read      286.5   269.4    80.4   134.7   151.4   255.9   294.1   315.8   332.8   353.8   384.4   445.9  1240.5  3889.4  7809.7  20929.4    20917
read      543.3  1061.7    80.4   136.2   155.2   275.9   346.5   405.3   465.3   577.1   919.8  1913.7  5820.7 12298.7 18331.7  85673.8    85651
read      376.3   646.7    74.4   126.2   141.7   268.8   336.0   378.2   410.4   451.6   518.4   755.8  2726.9  8345.3 16727.6  61836.8    61935
read      302.7   284.8    80.4   124.0   139.1   266.0   325.9   359.2   383.4   412.2   452.3   532.8  1046.4  3998.9  8992.1  50223.2    50216
read      445.1   781.8    74.4   129.4   146.4   274.8   348.7   398.5   439.1   496.1   599.7  1184.2  4219.9  8120.2 16257.1  72152.6    72251
read      429.5   802.6    80.4   129.6   146.6   278.9   351.7   400.1   438.2   491.4   584.4  1006.6  3732.1 10736.4 18160.0  72056.8    71798
read      298.4   293.7    86.8   138.8   156.0   261.0   301.0   323.6   341.2   364.2   396.9   468.4  1402.1  4357.4  7825.4  19694.0    19701
read      270.1   147.3    74.4   131.8   148.1   258.2   298.1   319.9   336.6   356.6   384.7   432.5   625.8  1715.7  5172.4  24944.2    24952
read      395.7   718.6    74.4   126.7   142.2   259.6   327.3   373.5   411.1   460.2   540.1   861.9  3414.2  9261.0 16963.2  81953.4    81838
read      324.5   551.2    86.8   132.9   149.7   263.9   307.1   330.7   347.7   370.5   402.0   473.6  1505.4  8051.4  9953.3  26574.8    26648
read      279.0   169.4    80.4   135.1   152.3   261.6   301.8   323.5   340.5   361.3   389.9   445.0   786.1  2226.9  4029.4  24798.2    24837
read      293.8   216.4    80.4   132.7   149.3   269.8   316.1   341.8   361.2   384.6   418.0   484.1   954.4  2808.3  7655.8  29257.6    29420
