1778082323468 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082324469
1778082324470 15:45:23 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082388472 15:46:28 all 0.00 0.00 1.04 0.00 0.00 0.26 0.00 0.00 0.00 98.69
1778082389473 15:46:29 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.25
1778082390473 15:46:30 all 0.26 0.00 0.53 0.00 0.00 0.00 0.00 0.00 0.00 99.21
1778082391473 15:46:31 all 0.55 0.00 0.83 0.00 0.00 0.55 0.00 0.00 0.00 98.07
1778082392473 15:46:32 all 0.26 0.00 1.06 0.00 0.00 0.79 0.00 0.00 0.00 97.89
1778082393473 15:46:33 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082394473 15:46:34 all 0.00 0.00 1.66 0.00 0.00 0.83 0.00 0.00 0.00 97.51
1778082395473 15:46:35 all 0.85 0.00 2.83 0.00 0.00 1.13 0.00 0.00 0.00 95.18
1778082396473 15:46:36 all 0.52 0.00 0.52 0.00 0.00 0.52 0.00 0.00 0.00 98.44
1778082397473 15:46:37 all 0.00 0.00 0.75 0.00 0.00 0.50 0.00 0.00 0.00 98.75
1778082398473 15:46:38 all 0.87 0.00 5.78 0.00 0.00 3.18 0.00 0.00 0.00 90.17
1778082399473 15:46:39 all 1.41 0.00 6.50 0.00 0.00 3.11 0.00 0.00 0.00 88.98
1778082400473 15:46:40 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.24
1778082401474 15:46:41 all 0.52 0.00 4.15 0.00 0.00 1.04 0.00 0.00 0.00 94.30
1778082402473 15:46:42 all 1.93 0.00 10.50 0.00 0.00 5.80 0.00 0.00 0.00 81.77
1778082403474 15:46:43 all 1.34 0.00 8.29 0.00 0.00 3.21 0.00 0.00 0.00 87.17
1778082404473 15:46:44 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082405474 15:46:45 all 1.32 0.00 9.74 0.00 0.00 4.74 0.00 0.00 0.00 84.21
1778082406474 15:46:46 all 2.69 0.00 16.94 0.00 0.00 7.26 0.00 0.00 0.00 73.12
1778082407473 15:46:47 all 0.77 0.00 6.70 0.00 0.00 3.09 0.00 0.00 0.00 89.43
1778082408474 15:46:48 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082409474 15:46:49 all 2.68 0.00 17.96 0.00 0.00 7.77 0.00 0.00 0.00 71.58
1778082410475 15:46:50 all 2.69 0.00 19.89 0.00 0.00 8.06 0.00 0.00 0.00 69.35
1778082411474 15:46:51 all 0.50 0.00 2.02 0.00 0.00 1.26 0.00 0.00 0.00 96.22
1778082412475 15:46:52 all 0.77 0.00 4.34 0.00 0.00 2.30 0.00 0.00 0.00 92.60
1778082413474 15:46:53 all 2.17 0.00 20.65 0.27 0.00 11.14 0.00 0.00 0.00 65.76
1778082414474 15:46:54 all 1.60 0.00 16.04 0.00 0.00 9.36 0.00 0.00 0.00 72.99
1778082415474 15:46:55 all 0.50 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082416475 15:46:56 all 1.31 0.00 10.21 0.00 0.00 6.02 0.00 0.00 0.00 82.46
1778082417475 15:46:57 all 2.45 0.00 20.38 0.00 0.00 11.68 0.00 0.00 0.00 65.49
1778082418474 15:46:58 all 1.57 0.00 9.95 0.00 0.00 5.76 0.00 0.00 0.00 82.72
1778082419474 15:46:59 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082420475 15:47:00 all 2.67 0.00 16.84 0.00 0.00 9.36 0.00 0.00 0.00 71.12
1778082421475 15:47:01 all 2.74 0.00 22.19 0.00 0.00 10.41 0.00 0.00 0.00 64.66
1778082422474 15:47:02 all 0.51 0.00 4.86 0.00 0.00 2.05 0.00 0.00 0.00 92.58
1778082423476 15:47:03 all 0.25 0.00 2.04 0.00 0.00 1.02 0.00 0.00 0.00 96.69
1778082424475 15:47:04 all 2.44 0.00 21.14 0.00 0.00 12.47 0.00 0.00 0.00 63.96
1778082425474 15:47:05 all 1.91 0.00 19.67 0.00 0.00 10.66 0.00 0.00 0.00 67.76
1778082426474 15:47:06 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082427475 15:47:07 all 0.78 0.00 7.75 0.00 0.00 5.43 0.00 0.00 0.00 86.05
1778082428475 15:47:08 all 2.45 0.00 20.38 0.00 0.00 12.50 0.00 0.00 0.00 64.67
1778082429475 15:47:09 all 2.09 0.00 13.09 0.00 0.00 7.33 0.00 0.00 0.00 77.49
1778082430475 15:47:10 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082431476 15:47:11 all 1.86 0.00 13.53 0.00 0.00 8.22 0.00 0.00 0.00 76.39
1778082432475 15:47:12 all 3.23 0.00 20.70 0.00 0.00 11.56 0.00 0.00 0.00 64.52
1778082433475 15:47:13 all 1.03 0.00 6.94 0.00 0.00 3.08 0.00 0.00 0.00 88.95
1778082434475 15:47:14 all 0.51 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082435475 15:47:15 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082436475 15:47:16 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082437475 15:47:17 all 0.76 0.00 1.51 0.00 0.00 0.00 0.00 0.00 0.00 97.73
1778082438475 15:47:18 all 0.50 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 98.50
1778082439475 15:47:19 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.49
1778082440475 15:47:20 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082441475 15:47:21 all 0.26 0.00 0.77 0.00 0.00 0.26 0.00 0.00 0.00 98.71
1778082442475 15:47:22 all 0.26 0.00 0.53 0.00 0.00 0.26 0.00 0.00 0.00 98.94
1778082443475 15:47:23 all 0.26 0.00 0.26 0.00 0.00 0.26 0.00 0.00 0.00 99.23
1778082444475 15:47:24 all 0.00 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082445476 15:47:25 all 0.27 0.00 0.82 0.00 0.00 0.82 0.00 0.00 0.00 98.10
1778082446476 15:47:26 all 0.28 0.00 1.11 0.00 0.00 0.28 0.00 0.00 0.00 98.34
1778082447476 15:47:27 all 0.26 0.00 0.77 0.00 0.00 0.26 0.00 0.00 0.00 98.72
1778082448476 15:47:28 all 0.51 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082449476 15:47:29 all 1.71 0.00 3.42 0.00 0.00 1.42 0.00 0.00 0.00 93.45
1778082450476 15:47:30 all 0.28 0.00 1.98 0.00 0.00 1.42 0.00 0.00 0.00 96.32
1778082451476 15:47:31 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082452476 15:47:32 all 0.78 0.00 2.87 0.00 0.00 1.31 0.00 0.00 0.00 95.04
1778082453476 15:47:33 all 1.13 0.00 6.80 0.00 0.00 2.83 0.00 0.00 0.00 89.24
1778082454476 15:47:34 all 0.81 0.00 4.30 0.00 0.00 1.88 0.00 0.00 0.00 93.01
1778082455476 15:47:35 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082456477 15:47:36 all 1.34 0.00 6.72 0.00 0.00 3.49 0.00 0.00 0.00 88.44
1778082457477 15:47:37 all 1.65 0.00 10.99 0.00 0.00 5.77 0.00 0.00 0.00 81.59
1778082458476 15:47:38 all 0.51 0.00 4.11 0.00 0.00 2.06 0.00 0.00 0.00 93.32
1778082459476 15:47:39 all 0.75 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 98.25
1778082460477 15:47:40 all 2.45 0.00 14.71 0.00 0.00 6.54 0.00 0.00 0.00 76.29
1778082461477 15:47:41 all 1.89 0.00 15.41 0.00 0.00 7.84 0.00 0.00 0.00 74.86
1778082462476 15:47:42 all 0.75 0.00 1.01 0.00 0.00 0.50 0.00 0.00 0.00 97.74
1778082463477 15:47:43 all 1.28 0.00 5.37 0.00 0.00 2.05 0.00 0.00 0.00 91.30
1778082464477 15:47:44 all 2.70 0.00 19.73 0.00 0.00 8.11 0.00 0.00 0.00 69.46
1778082465477 15:47:45 all 2.63 0.00 14.21 0.00 0.00 6.32 0.00 0.00 0.00 76.84
1778082466477 15:47:46 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082467478 15:47:47 all 1.85 0.00 11.35 0.00 0.00 5.01 0.00 0.00 0.00 81.79
1778082468478 15:47:48 all 3.01 0.00 21.92 0.27 0.00 9.59 0.00 0.00 0.00 65.21
1778082469477 15:47:49 all 1.56 0.00 10.16 0.00 0.00 4.95 0.00 0.00 0.00 83.33
1778082470477 15:47:50 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082471478 15:47:51 all 1.88 0.00 16.40 0.00 0.00 9.41 0.00 0.00 0.00 72.31
1778082472478 15:47:52 all 2.45 0.00 19.84 0.00 0.00 11.68 0.00 0.00 0.00 66.03
1778082473477 15:47:53 all 0.76 0.00 3.02 0.00 0.00 2.52 0.00 0.00 0.00 93.70
1778082474478 15:47:54 all 0.51 0.00 2.54 0.00 0.00 1.78 0.00 0.00 0.00 95.17
1778082475478 15:47:55 all 2.43 0.00 19.73 0.00 0.00 12.16 0.00 0.00 0.00 65.68
1778082476477 15:47:56 all 2.67 0.00 17.38 0.00 0.00 9.63 0.00 0.00 0.00 70.32
1778082477477 15:47:57 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082478479 15:47:58 all 1.80 0.00 9.02 0.00 0.00 4.90 0.00 0.00 0.00 84.28
1778082479478 15:47:59 all 3.29 0.00 20.55 0.00 0.00 11.23 0.00 0.00 0.00 64.93
1778082480477 15:48:00 all 1.57 0.00 11.29 0.00 0.00 7.09 0.00 0.00 0.00 80.05
1778082481478 15:48:01 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082482478 15:48:02 all 1.84 0.00 14.47 0.00 0.00 8.95 0.00 0.00 0.00 74.74
1778082483478 15:48:03 all 2.42 0.00 19.89 0.00 0.00 11.83 0.00 0.00 0.00 65.86
1778082484478 15:48:04 all 0.77 0.00 5.87 0.00 0.00 3.32 0.00 0.00 0.00 90.05
1778082485479 15:48:05 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.49
1778082486479 15:48:06 all 2.20 0.00 21.98 0.00 0.00 11.54 0.00 0.00 0.00 64.29
1778082487478 15:48:07 all 2.99 0.00 20.92 0.00 0.00 11.68 0.00 0.00 0.00 64.40
1778082488478 15:48:08 all 0.50 0.00 0.50 0.00 0.00 0.25 0.00 0.00 0.00 98.75
1778082489478 15:48:09 all 0.00 0.00 0.51 0.00 0.00 0.00 0.00 0.00 0.00 99.49
1778082490478 15:48:10 all 0.75 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082491478 15:48:11 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
2476918 15:47:56 all 1.55 0.00 8.27 0.00 0.00 4.39 0.00 0.00 0.00 85.79
1778082477918 15:47:57 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082478919 15:47:58 all 2.69 0.00 18.28 0.00 0.00 10.22 0.00 0.00 0.00 68.82
1778082479919 15:47:59 all 2.98 0.00 20.05 0.00 0.00 11.92 0.00 0.00 0.00 65.04
1778082480918 15:48:00 all 0.76 0.00 2.54 0.00 0.00 1.27 0.00 0.00 0.00 95.42
1778082481919 15:48:01 all 0.51 0.00 3.57 0.00 0.00 1.79 0.00 0.00 0.00 94.13
1778082482919 15:48:02 all 2.42 0.00 19.89 0.00 0.00 12.10 0.00 0.00 0.00 65.59
1778082483918 15:48:03 all 2.36 0.00 16.80 0.00 0.00 10.24 0.00 0.00 0.00 70.60
1778082484918 15:48:04 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082485919 15:48:05 all 0.79 0.00 9.97 0.00 0.00 4.72 0.00 0.00 0.00 84.51
1778082486920 15:48:06 all 3.27 0.00 20.71 0.00 0.00 12.26 0.00 0.00 0.00 63.76
1778082487919 15:48:07 all 1.31 0.00 11.81 0.00 0.00 6.04 0.00 0.00 0.00 80.84
1778082488918 15:48:08 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082489919 15:48:09 all 0.00 0.00 0.76 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082490919 15:48:10 all 1.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082491919 15:48:11 all 1.26 0.00 1.01 0.00 0.00 0.00 0.00 0.00 0.00 97.73
09 15:47:53 all 0.75 0.00 0.75 0.00 0.00 1.00 0.00 0.00 0.00 97.51
1778082474610 15:47:54 all 0.51 0.00 5.13 0.00 0.00 3.59 0.00 0.00 0.00 90.77
1778082475610 15:47:55 all 2.44 0.00 19.51 0.00 0.00 12.20 0.00 0.00 0.00 65.85
1778082476609 15:47:56 all 2.38 0.00 15.08 0.00 0.00 7.67 0.00 0.00 0.00 74.87
1778082477609 15:47:57 all 0.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082478610 15:47:58 all 1.83 0.00 11.78 0.00 0.00 6.28 0.00 0.00 0.00 80.10
1778082479610 15:47:59 all 3.00 0.00 20.44 0.00 0.00 11.99 0.00 0.00 0.00 64.58
1778082480610 15:48:00 all 1.56 0.00 8.57 0.00 0.00 4.94 0.00 0.00 0.00 84.94
1778082481610 15:48:01 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082482610 15:48:02 all 2.14 0.00 16.89 0.00 0.00 10.19 0.00 0.00 0.00 70.78
1778082483610 15:48:03 all 2.38 0.00 20.11 0.00 0.00 12.70 0.00 0.00 0.00 64.81
1778082484610 15:48:04 all 0.51 0.00 3.05 0.00 0.00 1.27 0.00 0.00 0.00 95.18
1778082485611 15:48:05 all 0.51 0.00 3.07 0.00 0.00 1.28 0.00 0.00 0.00 95.14
1778082486611 15:48:06 all 2.47 0.00 21.37 0.00 0.00 12.33 0.00 0.00 0.00 63.84
1778082487610 15:48:07 all 2.43 0.00 18.38 0.00 0.00 9.73 0.00 0.00 0.00 69.46
1778082488610 15:48:08 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082489610 15:48:09 all 0.00 0.00 1.01 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082490610 15:48:10 all 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082491610 15:48:11 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
