Random waveform, supplied seed
Total number of intervals = 94 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818)
Average QPS expected = 53345
Timestamp start: 1778606959654
Timestamp end: 1778608359951

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      321.8   338.5    74.4   128.9   144.4   268.3   330.4   365.1   391.0   423.3   470.3   615.2  1506.1  4618.9  9070.8  55486.9    55611
read      271.6   143.9    74.4   148.8   167.7   263.3   294.7   312.0   323.8   339.2   359.7   395.2   556.9  1804.6  6113.5  20785.9    20774
read      446.7   773.9    74.4   135.3   152.9   263.7   336.2   394.8   449.8   538.6   715.1  1292.7  3707.5  9252.9 15951.2  96647.4    96726
read      284.8   169.0    74.4   138.6   155.5   271.4   313.0   334.9   350.1   369.0   394.8   442.5   722.0  2275.6  5577.1  32496.5    32442
read      364.0   586.7    68.9   125.8   141.1   254.2   319.6   360.6   391.9   431.2   492.9   716.2  3050.6  7799.2 11635.6  73053.2    73039
read      361.8   583.3    74.4   124.4   139.5   254.9   321.2   363.2   395.4   436.5   503.9   720.0  2798.0  7977.3 12238.6  74117.5    74055
read      312.1   313.1    74.4   128.8   144.4   266.9   324.3   355.6   377.9   405.2   447.3   556.9  1459.2  4361.6  7928.6  51200.6    51197
read      332.1   426.8    74.4   125.8   141.1   262.0   324.2   359.6   385.7   418.8   468.5   637.6  1980.9  5917.1  9865.4  59484.9    59442
read      284.3   180.3    80.4   134.9   151.1   270.0   313.6   336.0   351.5   370.1   396.0   445.9   735.2  2633.8  5003.7  35773.4    35654
read      381.0   676.7    74.4   128.2   143.8   257.1   324.4   368.2   401.9   446.9   521.4   768.5  3140.1  8873.0 15897.7  78835.4    78747
read      307.5   256.1    80.4   139.6   156.2   278.6   330.5   357.2   375.5   398.3   429.2   494.5  1046.9  3651.7  7748.5  42128.5    42212
read      308.6   282.9    74.4   130.2   145.9   268.1   327.4   358.9   381.2   407.5   446.7   543.0  1240.3  4014.3  7827.0  52584.8    52488
read      293.4   229.6    74.4   135.4   151.7   271.0   316.5   339.9   356.9   376.1   402.9   459.7   936.9  3094.5  7526.5  36935.5    36950
read      263.9   134.4    80.4   150.2   169.8   257.4   285.1   299.5   310.6   322.2   340.4   370.2   502.0  1769.3  5071.8  16803.1    16762
read      378.2   667.9    74.4   131.0   146.8   256.5   323.0   366.7   399.8   441.9   506.9   727.7  3270.8  8937.3 14902.4  79464.6    79473
read      338.5   425.8    74.4   129.1   144.5   262.5   326.1   362.3   388.9   422.0   470.7   659.9  2120.6  6091.7  8778.5  61475.2    61431
read      387.2   717.1    74.4   127.9   143.5   254.1   320.6   367.4   403.7   452.2   533.3   773.4  3422.5  9315.2 15919.8  87168.1    87172
read      572.5   998.7    74.4   154.1   175.7   284.9   351.4   409.9   482.2   728.4  1361.5  2177.5  4442.6 12080.0 18822.9 108118.3   108181
read      403.0   676.2    74.4   132.0   148.5   258.8   327.6   375.1   413.5   463.9   561.0   989.4  3475.6  8177.4 13845.7  80534.1    80515
read      288.5   209.5    74.4   135.4   151.8   266.8   312.0   336.1   353.4   373.7   402.4   461.8   863.4  2752.7  7513.9  37148.0    37149
read      264.8   167.0    86.8   159.3   177.7   250.5   277.3   292.6   304.2   317.8   338.3   373.9   614.6  1959.0  7759.7  13477.7    13444
read      391.7   651.8    74.4   132.5   149.2   267.6   337.5   381.9   416.6   462.5   545.7   820.2  3168.8  8655.6 12295.4  72026.7    72057
read      424.8   700.3    74.4   133.3   150.1   269.6   343.0   392.3   432.5   491.2   624.3  1169.1  3503.2  8112.6 14810.7  69899.5    70041
read      416.3   735.2    74.4   132.0   149.2   263.6   337.9   393.2   438.4   501.9   624.1  1010.4  3318.1 10598.5 15767.8  90021.3    90162
read      329.1   350.7    74.4   134.8   151.6   277.3   337.9   371.6   396.6   427.8   472.7   597.2  1551.4  4999.5  9854.3  52097.8    52082
read      282.0   141.0    80.4   147.2   166.4   269.2   305.7   325.3   340.3   359.2   385.0   432.2   677.9  1766.3  3949.8  24178.7    24258
read      394.7   721.1    74.4   127.4   142.7   260.7   330.9   376.0   411.4   458.9   543.9   865.6  3268.4  9554.7 16245.1  72195.3    72013
read      325.0   352.4    74.4   128.4   143.9   269.6   332.8   368.5   395.4   429.0   480.4   627.3  1531.6  4916.1 10658.3  58079.0    58012
read      323.9   315.3    74.4   138.6   155.2   279.9   335.7   366.2   389.0   417.3   459.5   575.4  1429.3  4295.1  8708.6  45341.4    45398
read      305.4   240.1    80.4   132.4   148.6   272.1   328.8   360.2   383.0   410.5   450.6   538.0  1062.8  2941.7  7661.3  50254.9    50177
read      291.8   147.7    80.4   142.2   159.7   280.0   324.0   346.8   364.1   384.2   410.8   461.6   711.3  1806.7  4117.3  34503.3    34504
read      305.5   262.9    74.4   127.0   141.9   261.0   324.8   361.7   389.0   422.4   468.5   575.4  1197.7  3211.0  7973.4  65942.0    66010
read      328.2   334.7    74.4   131.2   146.7   261.0   329.9   372.6   404.6   445.7   504.6   651.7  1681.1  4302.0  7897.0  73929.9    73937
read      300.8   201.4    74.4   133.1   148.9   271.1   331.1   363.6   386.8   414.5   453.0   530.5   929.1  2509.5  6175.5  55042.7    55020
read      302.4   203.6    74.4   133.5   149.5   272.9   331.8   363.9   387.2   415.2   454.5   533.9   936.6  2629.8  6130.9  53313.6    53235
read      391.9   510.0    74.4   134.6   151.7   266.5   342.3   402.3   457.3   538.9   680.7  1011.8  2464.7  6983.7 10662.3  97707.0    97743
read      241.4   141.9    93.8   164.4   179.1   232.1   251.2   262.3   270.0   279.5   293.1   317.0   435.5  1200.7  7524.5   5445.2     5419
read      264.7   115.1    86.8   158.1   178.3   257.6   284.2   298.4   309.8   321.3   340.2   371.0   515.1  1280.9  3823.8  14811.5    14764
read      248.4   122.7   101.3   167.0   183.0   240.6   261.3   272.1   280.9   291.6   306.3   331.9   434.0  1176.3  7145.2   7468.8     7451
read      297.6   187.4    80.4   134.5   150.7   273.1   329.0   358.9   380.0   404.4   439.4   506.5   860.8  2423.1  4945.5  48119.6    48208
read      271.1   108.5    86.8   159.4   179.8   264.5   292.7   308.6   319.2   333.8   351.4   384.5   521.0  1278.4  3985.7  16185.3    16149
read      335.8   353.5    74.4   129.6   145.1   261.6   332.5   377.1   411.2   455.2   523.6   692.2  1809.5  4370.5  8028.8  78889.6    78989
read      279.1   436.8    86.8   155.2   175.2   269.8   299.8   316.1   328.0   341.8   361.7   395.0   543.5  1345.4  9815.7  18868.7    18886
read      245.6   117.3    68.9   122.5   136.1   231.8   283.6   309.0   325.8   344.5   368.4   403.0   501.1   829.4  2820.1  75866.2    75954
read      256.7    97.9    74.4   133.7   149.1   257.1   296.8   315.1   327.7   341.7   360.0   386.5   448.1   681.1  2956.3  44429.5    44409
read      247.7    89.5    86.8   153.0   172.2   247.3   269.8   281.8   290.3   299.7   313.4   334.2   388.4   794.2  3105.2  16393.7    16431
read      242.1   113.0    74.4   121.3   134.4   225.6   277.4   303.7   320.9   341.1   366.1   402.9   513.3   871.0  3110.8  85736.5    85707
read      256.1   107.9    74.4   130.1   144.3   249.0   298.1   320.6   336.2   353.1   373.0   403.0   471.3   728.3  3290.6  58191.3    58253
read      249.0   128.2    68.9   124.7   138.4   227.0   278.1   305.8   324.7   346.5   374.5   424.2   613.2  1323.8  3163.2 103749.6   103867
read      251.6    80.8    80.4   148.8   166.7   253.3   278.1   291.1   300.0   311.3   323.8   344.9   398.5   583.5  2371.0  21619.9    21604
read      243.7   122.1    74.4   121.6   134.9   225.6   277.2   303.7   321.1   341.6   367.3   406.7   545.3  1048.6  3408.2  90339.7    90401
read      242.0   116.5    74.4   120.7   133.9   225.4   276.9   302.9   319.9   339.7   364.5   401.8   520.5  1035.8  3671.7  84423.0    84467
read      245.0   122.2    74.4   121.9   135.4   223.7   275.2   302.8   321.2   342.8   370.0   415.1   598.9  1290.3  2779.6  99613.9    99700
read      259.4    84.8    80.4   141.4   157.7   263.5   295.4   310.9   320.7   333.9   347.6   371.3   426.3   595.9  2066.6  32058.1    32052
read      250.6    84.5    86.8   153.2   172.1   251.2   274.0   286.6   294.7   305.6   317.9   339.4   391.6   715.0  3580.0  18240.5    18173
read      252.9   105.6    74.4   129.9   143.9   240.8   292.0   316.9   333.7   352.0   373.6   405.6   482.8   736.1  3289.8  67626.9    67789
read      259.1   100.8    74.4   135.8   150.6   255.7   301.4   322.0   336.1   351.3   369.7   397.4   458.8   632.8  2755.2  51901.5    51929
read      246.9   112.4    74.4   124.8   138.4   229.0   281.8   309.2   327.6   347.6   372.6   410.7   517.7   996.5  2913.0  83837.1    83850
read      249.9    84.5    86.8   152.1   170.3   251.2   274.4   287.0   295.0   305.8   317.8   339.1   389.2   623.7  3175.8  18628.2    18614
read      261.4   178.9    80.4   145.2   162.1   264.4   294.4   309.3   318.8   331.1   344.5   368.1   420.6   595.0  4020.1  29350.1    29315
read      251.9   141.5    74.4   126.5   140.1   228.2   279.0   306.8   325.9   347.7   376.5   426.7   643.5  1518.6  3861.0 107953.1   108090
read      254.9    78.1    80.4   144.4   161.6   258.2   286.2   300.0   310.1   320.2   335.9   358.2   407.1   613.4  2339.3  26988.3    27024
read      251.5   100.6    74.4   130.1   144.7   250.1   291.9   311.2   323.7   338.5   356.6   383.5   447.1   690.1  2757.9  49890.4    49907
read      241.6   109.6    93.8   162.0   178.9   238.0   257.1   267.8   274.6   285.0   296.1   317.1   373.1  1116.4  7031.7   9140.9     9150
read      253.7    86.0    74.4   139.0   154.9   256.9   288.8   304.4   314.8   326.9   341.8   366.0   420.3   589.6  2716.1  34274.6    34328
read      254.5   106.6    74.4   130.7   145.2   251.8   295.8   316.0   329.8   344.4   364.0   392.4   457.9   699.6  2627.1  51761.9    51881
read      254.1    96.6    86.8   161.2   180.1   254.6   275.3   287.1   294.5   304.6   316.5   337.2   386.6   907.5  3780.6  14573.2    14569
read      243.9   110.7    74.4   123.1   136.6   228.5   280.2   306.3   323.4   343.0   367.3   402.4   499.3   832.7  2558.9  81454.6    81517
read      249.2   113.2    74.4   126.1   139.7   233.0   286.0   312.6   330.4   350.0   373.6   409.8   505.6   968.4  3471.6  78742.3    78694
read      248.4   116.1    74.4   128.0   141.1   228.8   279.7   307.1   325.7   346.5   372.9   415.4   557.0  1081.5  2610.8  93270.2    93409
read      253.7    93.2    74.4   137.5   152.5   255.5   290.7   307.5   318.2   331.6   346.0   370.5   426.7   635.2  2688.3  39116.7    39093
read      248.4    82.1    80.4   152.4   170.5   249.4   271.9   284.1   292.2   302.1   315.1   336.0   384.6   643.3  3159.3  18754.5    18729
read      249.8    95.3    74.4   127.4   141.4   238.7   289.0   313.1   329.4   346.8   369.5   402.5   492.4   708.4  1584.4  23570.3    70818

Total QPS = 53210.8 (74495120 / 1400.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18400294887 bytes :   12.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,50.00%,100.00%
